CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male,Age_Tenure,Balance_Products
-0.3271215790264348,0.34261332224219965,2,-1.2260086171219107,1,1,1,0.022007538642065595,1,False,False,False,-0.8747080024622756,-1.0224925121651767
-0.4410377792031981,0.23999851381247253,1,0.1172736895414293,1,0,1,0.2166628332834733,0,False,True,False,-1.2182890775276747,-0.2141208854553096
-1.5387757081792806,0.34261332224219965,8,1.333053596227937,3,1,0,0.24081697871384664,1,False,False,False,1.1388369025721556,3.597548875998131
0.5013598768045708,0.034768896953018345,1,-1.2260086171219107,2,0,0,-0.10880227313744695,0,False,False,False,-1.2342695926469955,-1.0224925121651767
2.065118624685594,0.44522813067192674,2,0.7856936719093004,1,1,1,-0.3651707233290541,0,False,True,False,-0.8587274873429548,0.18812646477910183
-0.05786510588135797,0.5478429391016538,8,0.5972824984690068,2,1,0,0.8638060870756644,1,False,True,True,1.2666810235267227,1.171978147895819
1.775150115144742,1.1635317896800164,7,-1.2260086171219107,2,1,1,-1.5654317172839571,0,False,False,True,1.2507005084074017,-1.0224925121651767
-2.771141873727901,-0.9913791873442526,4,0.617974158256169,4,1,0,0.3349876964947914,1,True,False,False,-0.6190197605531416,3.416256806166881
-1.549131726377168,0.5478429391016538,4,1.0508027580115862,2,0,1,-0.4372267618932588,0,False,False,True,-0.13960430697351509,1.7178245543194512
0.34601960383625724,-0.17046071990643585,2,0.9314383146125998,1,1,1,-0.49313070800172687,0,False,False,True,-0.95461057805888,0.2758338910750414
-1.2695192350342037,-0.7861495704847984,6,0.4091274543614572,2,0,0,-0.3460938540787155,0,False,False,True,-0.05970173137691066,0.9455191253591564
-1.5905557991687183,-1.504453229492888,3,-1.2260086171219107,2,1,0,-0.412020190684841,0,False,True,True,-0.970591093178201,-1.0224925121651767
-1.8080321813243574,-0.4783051451956171,10,-1.2260086171219107,2,1,0,-1.2837499230108789,0,False,False,False,1.1707979328107974,-1.0224925121651767
-1.0520428528785648,-1.401838421063161,5,-1.2260086171219107,2,0,0,1.5785423081178644,0,False,False,False,-0.5471074425161976,-1.0224925121651767
-0.16142528786023366,-0.37569033676589003,7,-1.2260086171219107,2,1,1,-0.5935403351744276,0,False,True,False,0.41172346464305537,-1.0224925121651767
-0.3581896336200975,0.6504577475313809,3,1.0680865192550701,2,0,1,-0.621788020395807,0,True,False,True,-0.4672048669195932,1.7386268862235545
0.024983039701742593,1.984450257117833,1,0.8993660496050774,1,1,0,-1.651773931483274,1,True,False,True,-1.0824546990134472,0.25653317602222364
-1.0520428528785648,-1.504453229492888,9,-1.2260086171219107,2,1,1,-1.4898975610748961,0,False,True,False,0.18000599541290258,-1.0224925121651767
-0.658514161358837,0.6761114496388126,6,-1.2260086171219107,1,0,0,1.0190632349434787,0,False,True,True,0.623465289974057,-1.0224925121651767
0.7809723681475352,-1.504453229492888,6,-1.2260086171219107,2,1,1,-0.7887854890754399,0,False,False,False,-0.3952925488826492,-1.0224925121651767
0.8431084773348606,0.23999851381247253,8,-1.2260086171219107,2,1,1,1.231241453568767,0,False,False,True,1.074914842094872,-1.0224925121651767
-0.1510692696623461,-0.6486457271889637,8,-1.2260086171219107,2,1,0,0.6690195000577822,0,False,True,False,0.5213497983615969,-1.0224925121651767
-1.4559275625961798,-0.06784591147670875,4,-1.2260086171219107,1,1,0,0.3274518618795297,1,False,True,False,-0.33137048840536565,-1.0224925121651767
0.19067933086794372,0.753072555961108,3,-1.2260086171219107,2,0,1,-1.5928213937827869,0,False,False,True,-0.44323409424061183,-1.0224925121651767
2.0236945518940437,-0.06784591147670875,5,-1.2260086171219107,1,1,1,1.5221712741640845,0,False,False,False,-0.027740701138268896,-1.0224925121651767
-0.7620743433377127,-1.401838421063161,3,-1.2260086171219107,2,0,1,0.42474316468807033,0,False,False,True,-0.9466203204992196,-1.0224925121651767
1.0916529140841624,-0.22792501262708326,2,0.9668886658634935,1,1,1,1.2165607052154819,0,True,False,True,-0.9635596665256998,0.2971674990336723
-0.8242104525250382,0.5478429391016538,9,-1.2260086171219107,2,0,0,-1.0720758323318154,0,False,False,True,1.618252356151782,-1.0224925121651767
-0.7931423979313754,0.44522813067192674,3,1.0395567889861597,1,1,1,0.0018102498134150763,0,True,False,False,-0.5151464122775559,0.3408983280688118
-2.4811733641870495,-0.9913791873442526,0,-0.26917530555813207,2,1,1,-0.8103629998803527,0,False,False,True,-1.5458896374737527,0.12912974433619379
-0.6170900885672868,0.034768896953018345,3,-1.2260086171219107,3,1,0,0.7023020305454749,1,False,True,False,-0.6110295029934811,-1.0224925121651767
-1.2177391440447658,-0.27307552833616294,7,0.14137741518306474,1,0,1,0.9851028532193657,0,False,False,True,0.4676552675606785,-0.1996155444632909
-1.0106187800870143,0.23999851381247253,9,0.5388882162271246,2,0,0,-0.3162237080990484,0,True,False,True,1.40251540204095,1.1016961517848465
-1.3523673806173042,0.34261332224219965,6,-1.2260086171219107,2,1,1,-1.1420311928724278,0,False,True,False,0.4676552675606785,-1.0224925121651767
0.739548295355985,-0.9913791873442526,9,-1.2260086171219107,2,1,1,0.7294941598394369,0,False,True,False,0.5395675855976224,-1.0224925121651767
-1.8183881995222448,0.6504577475313809,0,0.9259913188404079,1,1,0,-1.256587008444397,1,False,False,False,-1.5458896374737527,0.2725559525425329
-1.6630479265539313,-0.7861495704847984,3,1.1022395545990629,1,0,1,0.24316806868727078,0,False,True,True,-0.8027956844253317,0.37862008540442404
1.5887417875827656,-0.5809199536253442,7,0.0009214104417254091,1,0,1,-0.028343174684499595,0,False,True,True,0.2998598588078092,-0.2841403301101411
2.065118624685594,-0.27307552833616294,7,-1.2260086171219107,1,1,1,-1.0306961271079873,0,False,False,True,0.4676552675606785,-1.0224925121651767
-0.7102942523482749,0.23999851381247253,6,-0.09843881917018518,2,0,1,1.3562364911965519,0,True,False,True,0.41971372220271586,0.334624197074106
-1.8494562541159076,0.13738370538274544,4,-1.2260086171219107,1,1,0,-0.5204588248962227,0,False,True,True,-0.26744842792808216,-1.0224925121651767
-1.9219483815011207,1.2661465981097435,8,0.7377936399377957,1,0,0,1.4122941624186667,1,False,False,False,1.7141354468677072,0.15930078415174256
-0.9795507254933518,2.2922946824070145,2,0.6560026323588666,1,1,1,-0.10311235716626065,0,False,False,False,-0.5710782151951789,0.11007990964245845
1.8994223335193927,1.0609169812502892,2,0.879998953526172,1,0,0,1.639544919760415,1,False,False,False,-0.7628443966270295,0.2448782834621932
0.09747516708695558,2.2922946824070145,5,1.2732736831465246,1,1,1,1.0130390885781417,0,False,True,False,0.8911389182226819,0.4815464293538551
